央视频道,#genre#
CCTV-11,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV-11,http://198.204.228.26/live/cctv11hd.m3u8
CCTV-11,http://204.12.221.218:8181/3m1080p/cctv11.m3u8
CCTV-11,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV-12,http://107.150.60.122/live/cctv12hd.m3u8
CCTV-12,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-12,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV-12,http://204.12.221.218:8181/3m1080p/cctv12.m3u8
CCTV-12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV-13,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd
CCTV-13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-13,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-13,http://bztv.tvbus.cc:8081/cdnlive/cctv13.m3u8
CCTV-14,http://198.204.228.26/live/cctv14hd.m3u8
CCTV-14,http://204.12.221.218:8181/3m1080p/cctv14.m3u8
CCTV-14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd
CCTV-15,http://204.12.221.218:8181/3m1080p/cctv15.m3u8
CCTV-15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV-15,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-15,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd
CCTV-15,http://198.204.228.26/live/cctv15hd.m3u8
CCTV-16,http://207.56.13.146:81/cdnlive/cctv16.m3u8
CCTV-16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV-16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8
CCTV-16,https://hls-gateway.vpstv.net/streams/709089.m3u8
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=348c8c0c04a6d2b900e5a3bcb4af8ce1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=f9c36f1e95b5b35eac89cc89583e7c0a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CCTV-17,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV-17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CETV-1,http://198.204.228.26/live/cetv1hd.m3u8
CETV-1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1hd
CETV-1,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub
CETV-1,http://120.76.248.139/live/bfgd/4200000135.m3u8
CETV-1,https://zby.130519.xyz/PLTV/11/224/3221225775/index.m3u8
CETV-2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/51/20240709/index.m3u8?msisdn=b637d3083747642f29b310fc5ba99367&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20260827062127&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=47.92.23.141&SecurityKey=20260827062127&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6d02a32cc3b54abfae11971b15d053b8&ddCalcu=86bdv30a52a0aad3521cbc137b95141aebaf&sv=10004&ct=android
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
CETV-2,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226425/index.m3u8
CETV-3,http://107.150.60.122/live/cetv3.m3u8
CETV-3,http://198.204.228.26/live/cetv3.m3u8
CETV-3,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8
CETV-3,http://ott.mobaibox.com/PLTV/3/224/3221227018/index.m3u8
CETV-3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226577/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EhE2Z89HKgsQOlN9opVn1iw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN03yUnk4zBVk1bynPPL3hZ%2CEND
CETV-4,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8
CETV-4,https://zby.130519.xyz/PLTV/11/224/3221226153/index.m3u8
CETV-4,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv4/51/20240709/index.m3u8?msisdn=b637d3083747642f29b310fc5ba99367&mdspid=&spid=699004&netType=0&sid=5910022154&pid=2028597139&timestamp=20260827062127&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=923287339&ParentNodeID=-99&assertID=5910022154&client_ip=47.92.23.141&SecurityKey=20260827062127&promotionId=&mvid=5900006640&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=960f499360818845510385e0e5605573&ddCalcu=3976v50a5fb04a6959e306e0588138081455&sv=10004&ct=android
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV-4,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EAw_OvjRgJVjtlaOa0dcgzg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
文化精品,https://live.264788.xyz/channel/yangshiwenhuajingpin?streamid=bc185d1ef1e528922e83efd845006277&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
文化精品,http://107.150.60.122/live/ysjp.m3u8
文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
文化精品,https://hls-gateway.vpstv.net/streams/708832.m3u8
央视台球,http://107.150.60.122/live/ystq.m3u8
央视台球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ystq
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8
央视台球,https://hls-gateway.vpstv.net/streams/708855.m3u8
风云音乐,https://live.264788.xyz/channel/fengyunyinyue?streamid=be37d16b874e7ba11dd383d7ecd75752&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
风云音乐,https://live.264788.xyz/channel/fengyunyinyue?streamid=1b41fb9153cba3ee19bd5d1b323da27e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
风云音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyyy
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
风云音乐,http://207.56.13.146:81/cdnlive/fyyy.m3u8
第一剧场,https://live.264788.xyz/channel/diyijuchang?streamid=e9b0fb1ca135a4aeae12944494883794&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
第一剧场,https://live.264788.xyz/channel/diyijuchang?streamid=d81e188b59ece96b7e8f1ce34aea3ef8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
第一剧场,http://107.150.60.122/live/dyjc.m3u8
第一剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dyjc
第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
风云剧场,https://live.264788.xyz/channel/fengyunjuchang?streamid=31e7b5b7032d25dd215a4069cdee1a48&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
风云剧场,http://173.208.212.130:8181/720p/fyjc.m3u8
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
风云剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyjc
风云剧场,https://hls-gateway.vpstv.net/streams/708861.m3u8
怀旧剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hjjc
怀旧剧场,https://live.264788.xyz/channel/huaijiujuchang?streamid=7e5d1abdddde08f588234f3f640f75ff&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
怀旧剧场,https://hls-gateway.vpstv.net/streams/708853.m3u8
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
女性时尚,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss
女性时尚,http://207.56.13.146:81/cdnlive/nxss.m3u8
高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8
高尔夫网球,http://104.152.209.49:8181/720p/gefwq.m3u8
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
高尔夫网球,https://hls-gateway.vpstv.net/streams/708857.m3u8
风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq
风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
电视指南,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dszn
世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
兵器科技,https://live.264788.xyz/channel/bingqikeji?streamid=530cb4e58bbc48b7fc26f5e0a2e47966&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
兵器科技,https://live.264788.xyz/channel/bingqikeji?streamid=6fc55a0966bdad1e1cdf39a4d37dd776&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
兵器科技,http://207.56.13.146:81/cdnlive/gfjs.m3u8
兵器科技,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gfjs
CCTV-1,https://iptv.catvod.com/migu?id=608807420&token=58e65b6b9d1a40c10f7199ac567e29e9
CCTV-1,https://iptv.catvod.com/migu?id=608807420&token=3d026e9588ee5a0c821e8994f4db0dfa
CCTV-1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV-1,https://iptv.catvod.com/migu?id=608807420&token=0bf14dd5a02680b438e78339235bab8b
CCTV-1,https://iptv.catvod.com/migu?id=608807420&token=8720e64252fab7d56e41be14805f3aaa
CCTV-1,https://iptv.catvod.com/migu?id=608807420&token=40d15ffb36566e4c372b39bbe7436f33
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1
CCTV-1,https://iptv.catvod.com/migu?id=608807420&token=fc19af29d63bb8f47fa6cf2886429d0d
CCTV-1,http://111.59.24.227:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,https://iptv.catvod.com/migu?id=631780532&token=f6e46dbd78e7e3a0a4e540a7a006516e
CCTV-2,https://iptv.catvod.com/migu?id=631780532&token=42f4d9ed54227b446e5ad87f70d94f72
CCTV-2,https://iptv.catvod.com/migu?id=631780532&token=12349aff6c3710bc708204d784db4c76
CCTV-2,https://iptv.catvod.com/migu?id=631780532&token=689bb76e79dbd4fa4c094d712e37e3dd
CCTV-2,http://101.66.198.61:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=97d40bfb13291fb2022d1efd573c2f
CCTV-2,http://101.66.199.144:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://101.66.198.19:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://36.136.38.87:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://liuwenxiaokevin.top:14044/rtp/233.18.204.68:5140
CCTV-3,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv3
CCTV-3,https://iptv.catvod.com/migu?id=624878271&token=c3b6c190fe71334ac0b52bac5de37b15
CCTV-3,https://iptv.catvod.com/migu?id=624878271&token=5dbf04c5f799add9be87c1de19f8e667
CCTV-3,http://liuwenxiaokevin.top:14044/rtp/233.18.204.69:5140
CCTV-3,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=e179c8947371d8eee3f290a2049071
CCTV-3,http://183.129.255.66:8480/hls/3/index.m3u8
CCTV-3,http://112.30.73.119:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://112.30.73.119:229/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://101.66.198.19:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4,https://iptv.catvod.com/migu?id=608807416&token=c0440997d0ccd344446a62bbcb997030
CCTV-4,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv4
CCTV-4,https://iptv.catvod.com/migu?id=608807419&token=3afc1affa451626fc2c3e4880de417a9
CCTV-4,https://iptv.catvod.com/live.php?id=CCTV4
CCTV-4,https://iptv.catvod.com/migu?id=631780421&token=6a34913c3c5c56f773d7334e75c95ac1
CCTV-4,https://iptv.catvod.com/migu?id=631780421&token=fad1f4daa7249491748075882b2d3c30
CCTV-4,https://iptv.catvod.com/migu?id=608807416&token=2c6800266de327875da47e81193128cb
CCTV-4,https://iptv.catvod.com/migu?id=608807419&token=ac22bc2e3502ef702f7de3f9744ee8fb
CCTV-4,https://tv.cctv.com/live/cctv4/
CCTV-4,https://yangshipin.cn/tv/home?pid=600001814
CCTV-4欧洲,http://t.061899.xyz/tl/tl.php?id=cctv4o
CCTV-4美洲,http://t.061899.xyz/tl/tl.php?id=cctv4m
CCTV-5,https://iptv.catvod.com/migu?id=641886683&token=b4e9174b88b36b8ad481d098812dbfcd
CCTV-5,https://iptv.catvod.com/migu?id=641886683&token=f46a0fe3bbe3a585e2ce45a33096ca29
CCTV-5,https://iptv.catvod.com/migu?id=641886683&token=7fd89ad245c71fd51987c19ef97f7fc3
CCTV-5,https://live.264788.xyz/channel/cctv5p?streamid=b6e4f70849be6fef32dc1c569e8a5254&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-5,http://111.228.4.117:6789/migu720p.php?id=641886683
CCTV-5,http://183.236.43.98:4013/udp/239.77.0.87:5146
CCTV-5,http://112.30.73.119:229/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://liuwenxiaokevin.top:14044/rtp/233.18.204.71:5140
CCTV-5,http://www.rongrong.me:14022/rtp/233.18.204.67:5140
CCTV-5+,https://iptv.catvod.com/migu?id=641886773&token=5fc42d717b39422fb706e507262845c9
CCTV-5+,https://iptv.catvod.com/migu?id=641886773&token=e56cf779011f17cb5aff049c599b754c
CCTV-5+,https://iptv.catvod.com/migu?id=641886773&token=5afdae0951f07a0cf384a29db858ca52
CCTV-5+,https://iptv.catvod.com/migu?id=641886773&token=ca5aa4aa39acd861ca7bc24eed6e5aa2
CCTV-5+,http://120.238.94.82:9901/tsfile/live/1030_1.m3u8
CCTV-5+,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=af0265c0bcc4e8188699132b7b2437
CCTV-5+,http://liuwenxiaokevin.top:14044/rtp/233.18.204.67:5140
CCTV-5+,http://111.8.224.6:9999/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,https://iptv.catvod.com/catvod?id=CCTV5%2B&line=2
CCTV-5+,http://39.165.39.49:85/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6,https://iptv.catvod.com/migu?id=624878396&token=02be382cfdfb60493a5bc35d1b3c5a5b
CCTV-6,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv6
CCTV-6,https://iptv.catvod.com/migu?id=624878396&token=39e13fc12f82a6355f9fbd2fd1d4c768
CCTV-6,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=48ecdb857dce0c41d4b656e71a6ab5
CCTV-6,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8
CCTV-6,http://liuwenxiaokevin.top:14044/rtp/233.18.204.72:5140
CCTV-6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV-6,http://112.30.73.119:229/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://101.66.198.61:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv7
CCTV-7,https://iptv.catvod.com/migu?id=673168121&token=37274f93d8c3d778dc6395cab76ee293
CCTV-7,https://iptv.catvod.com/migu?id=673168121&token=d81b38f3d029eabc6d4a3870398875a3
CCTV-7,https://iptv.catvod.com/migu?id=673168121&token=5cb8f725d05248a4b1f9f7710c22e2b1
CCTV-7,http://gfr.x3322.net:9901/tsfile/live/1072_1.m3u8
CCTV-7,http://36.136.38.87:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://221.226.51.220:50081/newlive/live/hls/8/live.m3u8
CCTV-7,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=01d1f2ce8b8c7eefc3cf997d4ba4cd
CCTV-7,http://112.123.243.37:50085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7,http://219.147.245.238:25480/newlive/live/hls/8/live.m3u8
CCTV-8,https://iptv.catvod.com/migu?id=624878356&token=6ee37f0b68ac6b9e5963e62e35ed81da
CCTV-8,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv8
CCTV-8,http://112.123.243.37:50085/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8,http://112.30.73.119:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8,http://139.227.21.22:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://112.30.73.119:229/tsfile/live/0008_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8
CCTV-8,http://222.223.41.27:8888/hls/8/index.m3u8
CCTV-8,http://112.30.73.119:229/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://107.150.60.122/live/cctv8k.m3u8
CCTV-9,https://iptv.catvod.com/migu?id=673168140&token=4b6f2dad0318b147dfc8d6f1e17cb266
CCTV-9,https://iptv.catvod.com/migu?id=673168140&token=14636518465441ef10e1613fbd96a1d4
CCTV-9,https://xykt-fix.github.io/Y77.m3u8
CCTV-9,https://iptv.catvod.com/migu?id=673168140&token=5d47e7c4a0d1f2272fb3ee90df9d9d83
CCTV-9,https://iptv.catvod.com/migu?id=673168140&token=20a855f3cf1cbc9065b9e528f75e3645
CCTV-9,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv9
CCTV-9,https://iptv.catvod.com/migu?id=673168140&token=85943e0361865a63adfccc9ed28ee0f8
CCTV-9,https://live.264788.xyz/channel/cctv9?streamid=849c59eb8f64e0b008b7d63ed949bd9a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-9,http://36.136.38.87:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://112.123.243.37:50085/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv10
CCTV-10,https://iptv.catvod.com/migu?id=624878405&token=5dda1046c42ac6af41bd79fd9288f072
CCTV-10,https://iptv.catvod.com/migu?id=624878405&token=293470d49fce59c4bbc85c8e8c6edc52
CCTV-10,https://iptv.catvod.com/migu?id=624878405&token=3bf96a20d1eb27cbaa50b3bf2d2246f0
CCTV-10,http://101.66.198.61:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,http://101.66.199.144:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,http://173.208.212.130:8181/720p/cctv10.m3u8
CCTV-10,http://59.39.89.130:60901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://112.123.243.37:50085/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,http://36.136.38.87:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,https://iptv.catvod.com/migu?id=667987558&token=01e4b7070219b53e504d129e69d3732e
CCTV-11,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
CCTV-11,http://101.66.199.144:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://101.66.198.61:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://101.66.198.19:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://drive.mxmy.net:8888/udp/239.3.1.152:8120
CCTV-11,http://36.136.38.87:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://113.9.214.47:9003/hls/11/index.m3u8
CCTV-11,http://112.30.73.119:229/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv12
CCTV-12,https://iptv.catvod.com/migu?id=673168185&token=d91cc65ea526504b0157724284783a43
CCTV-12,https://iptv.catvod.com/migu?id=673168185&token=43be7aafc6dee3fd5d6209e324efc6fd
CCTV-12,https://iptv.catvod.com/migu?id=673168185&token=a778ca1605ec7eb4a4b5d379d79f39e7
CCTV-12,https://tv.cctv.com/live/cctv12/
CCTV-12,https://iptv.catvod.com/migu?id=673168185&token=2f227517c09e2ca02c9e695bc5af562d
CCTV-12,https://yangshipin.cn/tv/home?pid=600001807
